2024-03-06 16:19:50,959 - ============================== Params ==============================
2024-03-06 16:19:50,959 - logger_name: text_MIntRec2_multi-class_seed-2_2024-03-06-16-19-50
2024-03-06 16:19:50,959 - dataset: MIntRec2
2024-03-06 16:19:50,959 - data_mode: multi-class
2024-03-06 16:19:50,959 - method: text
2024-03-06 16:19:50,959 - text_backbone: bert-base-uncased
2024-03-06 16:19:50,959 - text_backbone_path: /home/sharing/disk1/pretrained_embedding/bert/uncased_L-12_H-768_A-12/
2024-03-06 16:19:50,959 - seed: 2
2024-03-06 16:19:50,959 - num_workers: 8
2024-03-06 16:19:50,959 - gpu_id: 3
2024-03-06 16:19:50,959 - data_path: /home/sharing/disk2/sjh/intentDataset
2024-03-06 16:19:50,959 - train: True
2024-03-06 16:19:50,959 - tune: True
2024-03-06 16:19:50,959 - save_model: False
2024-03-06 16:19:50,959 - save_results: True
2024-03-06 16:19:50,959 - log_path: logs
2024-03-06 16:19:50,959 - cache_path: 
2024-03-06 16:19:50,959 - video_data_path: video_data
2024-03-06 16:19:50,959 - audio_data_path: audio_data
2024-03-06 16:19:50,959 - video_feats_path: video_feats.pkl
2024-03-06 16:19:50,959 - audio_feats_path: audio_feats.pkl
2024-03-06 16:19:50,959 - results_path: results
2024-03-06 16:19:50,959 - output_path: /home/sharing/disk2/sjh/Outputs/MIntRec2
2024-03-06 16:19:50,959 - model_path: models
2024-03-06 16:19:50,959 - config_file_name: text_bert_MIntRec2
2024-03-06 16:19:50,959 - results_file_name: text_bert.csv
2024-03-06 16:19:50,959 - padding_mode: zero
2024-03-06 16:19:50,959 - padding_loc: end
2024-03-06 16:19:50,959 - eval_monitor: f1
2024-03-06 16:19:50,959 - train_batch_size: 32
2024-03-06 16:19:50,959 - eval_batch_size: 16
2024-03-06 16:19:50,959 - test_batch_size: 16
2024-03-06 16:19:50,959 - wait_patience: 8
2024-03-06 16:19:50,959 - num_train_epochs: 100
2024-03-06 16:19:50,959 - warmup_proportion: 0.05
2024-03-06 16:19:50,959 - lr: 1e-05
2024-03-06 16:19:50,959 - weight_decay: 0.1
2024-03-06 16:19:50,959 - pred_output_path: /home/sharing/disk2/sjh/Outputs/MIntRec2/text_MIntRec2_multi-class_seed-2_2024-03-06-16-19-50
2024-03-06 16:19:50,959 - model_output_path: /home/sharing/disk2/sjh/Outputs/MIntRec2/text_MIntRec2_multi-class_seed-2_2024-03-06-16-19-50/models
2024-03-06 16:19:50,959 - num_labels: 30
2024-03-06 16:19:50,959 - text_feat_dim: 768
2024-03-06 16:19:50,960 - video_feat_dim: 256
2024-03-06 16:19:50,960 - audio_feat_dim: 768
2024-03-06 16:19:50,960 - text_seq_len: 50
2024-03-06 16:19:50,960 - video_seq_len: 180
2024-03-06 16:19:50,960 - audio_seq_len: 400
2024-03-06 16:19:50,960 - ============================== End Params ==============================
2024-03-06 16:19:51,281 - Generate Text Features Begin...
2024-03-06 16:19:52,941 - Generate Text Features Finished...
2024-03-06 16:19:52,942 - Load Video Features Begin...
2024-03-06 16:19:55,932 - Load Video Features Finished...
2024-03-06 16:19:58,200 - Load Audio Features Begin...
2024-03-06 16:20:20,739 - Load Audio Features Finished...
2024-03-06 16:20:31,344 - method  begins...
2024-03-06 16:20:32,348 - text_data loading complete...
2024-03-06 16:20:32,348 - Multimodal intent recognition begins...
2024-03-06 16:20:32,348 - Training begins...
2024-03-06 16:20:56,224 - ***** Epoch: 1: Eval results *****
2024-03-06 16:20:56,224 -   train_loss = 3.3438
2024-03-06 16:20:56,224 -   best_eval_score = 0.0
2024-03-06 16:20:56,224 -   eval_score = 0.0598
2024-03-06 16:21:20,886 - ***** Epoch: 2: Eval results *****
2024-03-06 16:21:20,886 -   train_loss = 2.8709
2024-03-06 16:21:20,886 -   best_eval_score = 0.0598
2024-03-06 16:21:20,886 -   eval_score = 0.1578
2024-03-06 16:21:45,319 - ***** Epoch: 3: Eval results *****
2024-03-06 16:21:45,319 -   train_loss = 2.3543
2024-03-06 16:21:45,319 -   best_eval_score = 0.1578
2024-03-06 16:21:45,319 -   eval_score = 0.2989
2024-03-06 16:22:09,760 - ***** Epoch: 4: Eval results *****
2024-03-06 16:22:09,760 -   train_loss = 1.8839
2024-03-06 16:22:09,760 -   best_eval_score = 0.2989
2024-03-06 16:22:09,760 -   eval_score = 0.3762
2024-03-06 16:22:34,494 - ***** Epoch: 5: Eval results *****
2024-03-06 16:22:34,495 -   train_loss = 1.5511
2024-03-06 16:22:34,495 -   best_eval_score = 0.3762
2024-03-06 16:22:34,495 -   eval_score = 0.4092
2024-03-06 16:22:58,742 - ***** Epoch: 6: Eval results *****
2024-03-06 16:22:58,742 -   train_loss = 1.275
